reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2022.0796","fruits and vegetables","food","Prochloraz (0,093 ± 0,047 mg/kg) in fresh lemons from Turkey","09-02-2022 19:42:49","Latvia","border rejection notification","undecided","","","","Latvia,Türkiye","Türkiye","pesticide residues  "
"2022.0795","dietetic foods, food supplements and fortified foods","food","Tadalafil and desmethyl carbodenafil in food supplement of unknown origin","09-02-2022 17:45:07","Spain","alert notification","serious","","","Portugal,Spain","Portugal,Spain","unknown origin","tadalafil  unauthorised substance"
"2022.0793","fruits and vegetables","food","Bisphenol-A (BPA) and cyclo-di-BADGE (CdB) in canned coconut cream from Thailand","09-02-2022 17:12:41","Germany","alert notification","serious","Austria,Bulgaria,Croatia,Czech Republic,Denmark,Finland,France,Germany,Hungary,Latvia,Liechtenstein,Poland,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland","Austria,Denmark,Germany,INFOSAN","Austria,Bulgaria,Croatia,Czech Republic,Denmark,Finland,France,Germany,Hungary,Latvia,Liechtenstein,Poland,Romania,Slovakia,Slovenia,Switzerland","Austria,Germany,Hong Kong,Thailand","Thailand","bisphenol A  migration,cyclo-di-BADGE  migration"
"2022.0791","food additives and flavourings","food","Locust bean gum contaminated with ethylene oxide from Turkey","09-02-2022 16:41:56","France","information notification for attention","serious","Argentina,China,Türkiye","INFOSAN","","France,Türkiye","Türkiye","ethylene oxide  "
"2022.0790","fish and products thereof ","food","Nitrofurans (furazolidon) in pangasianodon hypophthalmus","09-02-2022 16:40:37","Netherlands","border rejection notification","serious","Netherlands","INFOSAN","","Netherlands,Thailand","Thailand","nitrofuran (metabolite) furazolidone (AOZ) prohibited substance"
"2022.0788","nuts, nut products and seeds","food","High content of aflatoxins (total: 28.2 - B1:26.3 µg/kg) in shelled pistachios from Turkey origin Iran","09-02-2022 15:54:22","Italy","border rejection notification","serious","","","","Iran,Italy","Iran","Aflatoxin B1  ,aflatoxin total "
"2022.0787","food additives and flavourings","food","Presence of ethylene oxide in fenugreek powder from India ","09-02-2022 15:48:20","Italy","border rejection notification","serious","","","","India,Italy","India","ethylene oxide  "
"2022.0786","fish and products thereof ","food","Ausencia de marca identificacion y no concordancia especies en productos de la pesca de Marruecos/ Absence of identification marks absence and species mismatch in fishery products from Morocco","09-02-2022 15:43:37","Spain","border rejection notification","undecided","","","","Italy,Morocco,Spain","",""
"2022.0785","fish and products thereof ","food","ausencia de marca identificacion y no concordancia especies en productos de la pesca de Marruecos / Abscense of identification marks and species mismatch in fishery products from Morocco","09-02-2022 15:43:15","Spain","border rejection notification","undecided","","","","Morocco,Spain","Morocco",""
"2022.0340","bivalve molluscs and products thereof","food","No correspondencia en lotes, mejillones de Chile/ Mismatch in batches, mussels from Chile","09-02-2022 15:40:38","Spain","border rejection notification","undecided","","","","Chile,Spain","Chile",""
"2022.0552","food contact materials","food contact material","Documentación de acompañamiento incorrecta en bowls papel y tapas de plástico de China. Incorrect accompanying documents in paper bowl and plastic disc from China","09-02-2022 15:38:06","Spain","border rejection notification","undecided","China,Spain","","","China,Spain","China",""
"2022.0783","soups, broths, sauces and condiments","food","Claim \"lactose free\" on the label of a vinaigrette with milk ingredient","09-02-2022 14:45:52","Belgium","alert notification","serious","Netherlands","","Netherlands","Belgium","Belgium",""
"2022.0779","poultry meat and poultry meat products","food","Salmonella infantis in frozen chicken thigh meat from Poland","09-02-2022 13:57:14","Italy","information notification for follow-up","not serious","Estonia,Italy,Latvia,Lithuania,Poland","Italy","Poland","Italy,Poland","Poland","Salmonella infantis "
"2022.0776","fish and products thereof ","food","presence of parasites from the family Anisakidae in Carcasses of Micromesistius australis","09-02-2022 13:32:38","Poland","border rejection notification","not serious","","INFOSAN","","New Zealand,Poland","New Zealand",""
"2022.0775","milk and milk products","food","shigatoxine-producing Escherichia coli in raw milk cheese from France","09-02-2022 13:25:33","Belgium","alert notification","serious","Belgium,Luxembourg","Belgium","France,Luxembourg","Belgium,France","France","Escherichia coli shigatoxin-producing "
"2022.0772","feed materials","feed","Salmonella livingstone in rapeseed meal ","09-02-2022 12:43:24","Switzerland","information notification for follow-up","undecided","Switzerland","","Germany","Germany","Germany","Salmonella Livingstone "
"2022.0771","fruits and vegetables","food","Alternariol and tenuazonic acid in tomato preparation","09-02-2022 12:33:57","Switzerland","information notification for attention","undecided","Switzerland","INFOSAN","","Türkiye","","alternariol  ,tenuazonic acid  "
"2022.0770","food contact materials","food contact material","Cracking in thermal glass from Germany","09-02-2022 12:24:37","Germany","information notification for follow-up","undecided","Austria,Denmark,France,Germany,Hungary,Italy,Netherlands,Poland,Portugal,Switzerland","Germany","Austria,Denmark,France,Germany,Hungary,Italy,Netherlands,Poland,Portugal,Switzerland","Germany","Germany",""
"2022.0768","bivalve molluscs and products thereof","food","Norovirus in oysters","09-02-2022 11:24:10","Belgium","information notification for attention","serious","Belgium","France,Netherlands","","Belgium,France,Netherlands","","norovirus  "
"2022.0765","dietetic foods, food supplements and fortified foods","food","prohibited substances Rauwolfia Vomitoria Extract (alpha yohimbine), DMAE Bitartrate in food supplement traded online from USA via UK","09-02-2022 10:33:17","Poland","information notification for attention","serious","","INFOSAN,Slovakia","Austria,Latvia,Slovakia","Kuwait,Latvia,Slovakia,United Kingdom,United States","United States",""
"2022.0763","feed materials","feed","Salmonella in rabbit meal","09-02-2022 10:10:26","Austria","information notification for attention","undecided","Austria","Austria,Czech Republic,Netherlands","","Austria,Czech Republic,Netherlands","Netherlands","Salmonella Carno ,Salmonella Cerro "
"2022.0762","fish and products thereof ","food","Listeria monocytogenes in smoked salmon ","09-02-2022 09:58:26","France","information notification for attention","serious","Belgium","Belgium,France,Luxembourg","","France","France","Listeria monocytogenes "
"2022.0761","fruits and vegetables","food","Chlorpyrifos-methyl in fresh lemons - lamas from Turkey ","09-02-2022 09:43:58","Bulgaria","border rejection notification","undecided","","Romania","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2022.0758","fruits and vegetables","food","Unauthorised substance triazophos (0.25 mg/kg - ppm) in peppers (Capsicum spp.) from Thailand","09-02-2022 05:32:17","Switzerland","border rejection notification","serious","Switzerland","","","Switzerland","Thailand","triazophos  "
"2022.0757","dietetic foods, food supplements and fortified foods","food","packaging error / soy not mentioned","08-02-2022 17:37:31","France","alert notification","serious","Belgium,France,Italy","France,Spain","Belgium,Germany,Greece,Italy,Poland,Portugal,Spain","France,Italy,Spain","",""
"2022.0756","food additives and flavourings","food","Extracts of Centella asiatica contaminated with ethylene oxide ffrom India ","08-02-2022 17:33:48","France","alert notification","serious","France,Luxembourg","INFOSAN","Luxembourg","France,India","India","ethylene oxide  "
"2022.0755","fruits and vegetables","food","too high content of afltoxins in dried figs","08-02-2022 17:01:55","France","border rejection notification","serious","","","","France,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2022.0754","nuts, nut products and seeds","food","Salmonella in sesame seeds from Nigeria","08-02-2022 16:59:45","Netherlands","border rejection notification","serious","","","","Netherlands,Nigeria","Nigeria","Salmonella spp. "
"2022.0753","dietetic foods, food supplements and fortified foods","food","Chlorpyrifos in organic essential oil Patchouli","08-02-2022 16:46:33","Belgium","alert notification","serious","Andorra,Belgium,Bulgaria,Chile,France,Netherlands,Portugal,Spain","INFOSAN,Spain","Belgium,France,Netherlands,Portugal,Spain","Belgium,France,India,Spain","Belgium,France,Spain","chlorpyrifos  "
"2022.0752","fruits and vegetables","food","too high content of afltoxins in dried figs","08-02-2022 16:40:10","France","border rejection notification","serious","","","","France,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2022.0751","cereals and bakery products","food","Allergen \"almonds\" and \"egg\" not mentioned in the ingredient list of macarons","08-02-2022 16:30:20","Belgium","alert notification","serious","Denmark,France,Germany,Luxembourg,Netherlands,Spain,Sweden,United Kingdom","Belgium,INFOSAN","Denmark,France,Germany,Luxembourg,Netherlands,Spain,Sweden","Belgium,France","France",""
"2022.0750","alcoholic beverages","food","Poor temperature control, improper storage, poor traceability records and absence of labelling on alcoholic beverages from Moldova","08-02-2022 16:13:47","European Commission","border rejection notification","serious","Northern Ireland,United Kingdom","Ireland","","Ireland","Moldova",""
"2022.0749","nuts, nut products and seeds","food","Aflatoxins in peanuts in shell from Egypt","08-02-2022 16:05:28","Germany","border rejection notification","serious","","","","Egypt,Germany","Egypt","aflatoxin total "
"2022.0747","alcoholic beverages","food","Poor traceability records, insufficient labelling, poor temperature control and improper storage conditions of alcoholic beverages from Moldova","08-02-2022 15:19:34","European Commission","border rejection notification","serious","Ireland,Northern Ireland,United Kingdom","Ireland","Romania","Romania","Moldova",""
"2022.0743","herbs and spices","food","salmonella in Brazilian black pepper","08-02-2022 11:50:15","Netherlands","border rejection notification","serious","","","","Brazil,Netherlands","Brazil","Salmonella spp. "
"2022.0739","fruits and vegetables","food","Fenbutatin oxide in strawberries","07-02-2022 17:57:33","Denmark","information notification for follow-up","undecided","Denmark","INFOSAN","","Denmark,Egypt","Egypt","fenbutatin oxide  unauthorised substance"
"2022.0738","soups, broths, sauces and condiments","food","Leaking packaging fish sauce","07-02-2022 17:41:06","Netherlands","information notification for follow-up","not serious","Belgium,Czech Republic,Denmark,Finland,France,Germany,Italy,Netherlands,Sweden,Switzerland,United Kingdom","INFOSAN","","Netherlands,Vietnam","Vietnam",""
"2022.0737","pet food","feed","Enterobacteriaceae in dogchews","07-02-2022 17:34:05","Belgium","information notification for follow-up","not serious","Belgium,France,Poland","Belgium","France,Poland","Belgium,Poland","Poland","Enterobacteriaceae  too high count"
"2022.0735","fruits and vegetables","food","cadmium in dried organic mung beans from Uzbekistan, dispatched from Turkey, via the Netherlands","07-02-2022 16:53:51","Denmark","alert notification","serious","Austria,Belgium,Croatia,Czech Republic,Denmark,France,Italy,Netherlands,Portugal,Romania,Spain,Sweden","Austria,Belgium,Denmark,France,Hungary,INFOSAN,Italy,Netherlands,Portugal,Romania,Spain","Austria,Belgium,Croatia,Czech Republic,Denmark,France,Hungary,Italy,Netherlands,Portugal,Romania,Spain,Sweden","Denmark,Italy,Netherlands,Romania,Sweden,Türkiye,Uzbekistan","Uzbekistan","cadmium  "
"2022.0734","nuts, nut products and seeds","food","unauthorised substance chlorpyrifos in raisins from Greece.","07-02-2022 16:39:51","Netherlands","alert notification","serious","Aruba,Belgium,Netherlands,Spain","INFOSAN,Netherlands","Belgium,Greece,Spain","Greece,Netherlands","Greece","chlorpyrifos  "
"2022.0733","wine","food","Undeclared allergen (sulphites) in wine from Spain","07-02-2022 16:31:21","Spain","alert notification","serious","Andorra,Portugal,Spain","","Portugal","Spain","Spain",""
"2022.0731","dietetic foods, food supplements and fortified foods","food","prohibited substances in food supplement traded online","07-02-2022 15:45:59","Poland","information notification for attention","serious","Poland","INFOSAN","","Poland,United Kingdom","United Kingdom",""
"2022.0730","fruits and vegetables","food","Especie vegetal no autorizada ( Malpighia emarginata) en smoothie de acai de Brasil. Unauthorized novel food ( Malpighia emarginata) in açai smoothie from Brazil ","07-02-2022 15:26:35","Spain","border rejection notification","undecided","","","","Brazil,Spain","Brazil",""
"2022.0729","meat and meat products (other than poultry)","food","Presence E. coli STEC in Bovine meat fom Brazil","07-02-2022 15:26:00","Spain","border rejection notification","serious","","","","Brazil,Spain","Brazil","Escherichia coli shigatoxin-producing "
"2022.0728","prepared dishes and snacks","food","Non-compliance in various products (seasonings, stuffed graped leaves...) from Jordan ","07-02-2022 15:25:19","Spain","border rejection notification","undecided","","","","Jordan,Spain","Jordan",""
"2022.0725","nuts, nut products and seeds","food","Aflatoxins in Brazilian peanuts","07-02-2022 14:42:11","Netherlands","border rejection notification","serious","","","","Brazil,Netherlands","Brazil","Aflatoxin B1  ,aflatoxin total "
"2022.0724","nuts, nut products and seeds","food","Aflatoxins in Egyptian Organic Groundnuts","07-02-2022 14:40:58","Netherlands","border rejection notification","serious","","Germany","","Egypt,Germany,Netherlands","Egypt","Aflatoxin B1  ,aflatoxin total "
"2022.0718","fish and products thereof ","food"," Not authorized country (Jordan) for canned sardines from Morocco","07-02-2022 10:22:37","Spain","border rejection notification","undecided","","","","Jordan,Morocco,Spain","Morocco",""
"2022.0717","other food product / mixed","food","unauthorised novel food ingredient (Saba senegalensis) jam from Senegal","07-02-2022 10:16:09","Spain","border rejection notification","undecided","","","","Senegal,Spain","Senegal",""
"2022.0714","nuts, nut products and seeds","food","Aflatoxin in Basmati rice from Pakistan","07-02-2022 09:13:40","Netherlands","alert notification","serious","Finland,France,Netherlands","INFOSAN","Finland,France,Netherlands","Netherlands,Pakistan","Pakistan","Aflatoxin B1  ,aflatoxin total "
"2022.0709","fruits and vegetables","food","Undeclared allergen sulphur dioxide and unauthorised use of the dye rhodamine B in pickled turnips from Poland.","04-02-2022 19:13:09","Germany","alert notification","serious","Germany","Germany,INFOSAN","Poland","Germany,Poland","Syria","Rhodamine B  unauthorised colour,sulphur  unauthorised substance"
"2022.0708","feed materials","feed","Ambrosia in sunflower seeds from France","04-02-2022 17:36:38","Belgium","alert notification","serious","Belgium","","France","Belgium,France","France","ragweed (Ambrosia spp.) seeds  too high content"
"2022.0707","meat and meat products (other than poultry)","food","shigatoxin-producing Escherichia coli in frozen lamb meat from New Zealand","04-02-2022 17:10:24","Italy","information notification for attention","serious","","INFOSAN","","Italy,New Zealand","New Zealand","Escherichia coli  "
"2022.0706","poultry meat and poultry meat products","food","Salmonella Infantis in breaded chicken goujons from Ireland","04-02-2022 17:01:34","Ireland","information notification for follow-up","not serious","Ireland,Netherlands","Denmark,Ireland,Netherlands","Denmark,Netherlands","Denmark,Ireland,Netherlands","Ireland","Salmonella infantis "
"2022.0705","poultry meat and poultry meat products","food","Salmonella C1 and Salmonella Enteritidis in chicken","04-02-2022 17:00:19","Poland","alert notification","serious","Czech Republic","Poland","Netherlands","Netherlands,Ukraine","Ukraine","Salmonella Enteritidis ,Salmonella group C1 "
"2022.0704","poultry meat and poultry meat products","food","Salmonella group CO and Campylobacter in chicken neck skin samples","04-02-2022 16:59:08","Poland","information notification for follow-up","not serious","Croatia,Germany,Netherlands,Poland,United Kingdom","Croatia,Poland","Croatia,Germany,Netherlands,Poland","Croatia,Netherlands,Poland","Poland","Campylobacter spp. ,Salmonella group C "
"2022.0703","other food product / mixed","food","Presence of ethylene oxide in capsules","04-02-2022 16:52:44","France","alert notification","serious","Czech Republic,France,Germany,Spain","France,INFOSAN,Spain","Czech Republic,France,Germany,Spain","China,Spain","China","ethylene oxide  "
"2022.0702","prepared dishes and snacks","food","foreign object in tapenade from France","04-02-2022 16:41:42","Belgium","alert notification","serious","Belgium","","France","Belgium,France","France",""
"2022.0700","prepared dishes and snacks","food","Foreign body (metal fragment) in frozen organic salt potatoes from Denmark","04-02-2022 16:35:04","Germany","alert notification","serious","Austria,Germany,Netherlands","","Austria,Denmark,Netherlands","Denmark,Germany","Denmark","foreign body  "
"2022.0699","fish and products thereof ","food","Mercury in swordfish from Portugal","04-02-2022 16:34:01","Spain","information notification for attention","serious","Spain","Spain","Portugal","Portugal","Portugal","mercury  "
"2022.0698","bivalve molluscs and products thereof","food","Norovirus GI in razor clams from the Netherlands","04-02-2022 16:30:32","Spain","information notification for follow-up","undecided","Spain","Netherlands,Spain","Netherlands","Netherlands,Spain","Netherlands","norovirus  "
"2022.0696","nuts, nut products and seeds","food","Aflatoxins in Bolivian Peanuts","04-02-2022 16:06:17","Netherlands","border rejection notification","serious","","","","Bolivia,Netherlands","Bolivia","Aflatoxin B1  ,aflatoxin total "
"2022.0695","dietetic foods, food supplements and fortified foods","food","prohibited substances  in food supplement traded online ","04-02-2022 15:57:02","Poland","information notification for attention","serious","Poland","INFOSAN","Poland","Poland,United Kingdom,United States","United States",""
"2022.0694","food additives and flavourings","food","Lead in E 553b talcum powder from the Netherlands","04-02-2022 15:39:11","Netherlands","alert notification","serious","Argentina,Belgium,Hong Kong,Italy,Philippines,Portugal,United States","Belgium,Italy","Belgium,Italy","Belgium,Netherlands","Belgium,Netherlands","lead  high content"
"2022.0693","prepared dishes and snacks","food","Undeclared allergen fish in seafood paella from Germany","04-02-2022 15:38:05","Germany","alert notification","serious","Germany,Spain","Germany","Spain","Germany","Germany",""
"2022.0692","cereals and bakery products","food","The Possible Presence of Insects in Rice","04-02-2022 15:37:00","Ireland","alert notification","undecided","Bahrain,Belgium,Ireland,Northern Ireland,Spain","INFOSAN,Ireland","Belgium,Ireland,Netherlands,Spain","Ireland,Netherlands","Netherlands",""
"2022.0691","other food product / mixed","food","Plaguicida no autorizado (óxido de etileno) en extracto vegetal (Bambusa Arundinacea) de India. Unauthorized pesticide (ethylene oxide) in plant extract (Bambusa Arundinacea) from India.","04-02-2022 15:21:09","Spain","border rejection notification","undecided","","","","India,Spain","India","ethylene oxide  "
"2022.0689","fruits and vegetables","food","Alimento no autorizado, vainas de Cyamopsis tetragonoloba de Reino Unido Unauthorised novel food (Cyamopsis pods) from United Kingdom","04-02-2022 15:20:25","Spain","border rejection notification","undecided","","","","Spain,United Kingdom","United Kingdom",""
"2022.0688","herbs and spices","food","Especies vegetal no autorizadas  en mezcla de especias de India. Unauthorized novel food (Emblica officinalis y Myristica fatua) in spices from India","04-02-2022 15:18:05","Spain","border rejection notification","undecided","","","","India,Spain","India",""
"2022.0687","other food product / mixed","food","Salmonella en pimientón de China.. Salmonella spp in paprika powder from China.","04-02-2022 15:17:21","Spain","border rejection notification","undecided","","","","China,Spain","China","Salmonella spp. "
"2022.0685","ices and desserts","food","Ethylene oxide in the ingredient used for ice cream","04-02-2022 14:39:06","Romania","alert notification","serious","Belgium,France","","Belgium,France","France,Romania","France",""
"2022.0684","milk and milk products","food","Glass fragments in fruit yoghurt from Austria","04-02-2022 14:33:57","Austria","alert notification","serious","Germany","","Germany","Austria","Austria",""
"2022.0683","fruits and vegetables","food","Improper Official Certificate(s) for mandarins from Turkey. Absent of original OC and Analytical Report. Improper information about identity of consignment (Date of analysis, number of packages and name of species (Scientific name).","04-02-2022 14:28:46","Latvia","border rejection notification","not serious","Latvia","","","Latvia,Türkiye","Türkiye",""
"2022.0682","ices and desserts","food","Presence of ethylene oxide in the ingredient used for ice cream","04-02-2022 14:24:31","Romania","alert notification","serious","Algeria,Andorra,Austria,Belgium,British Virgin Islands,Croatia,Czech Republic,Denmark,France,Gabon,Germany,Greece,Hungary,Italy,Luxembourg,Malta,Netherlands,Portugal,Romania,Russia,Serbia,Slovakia,Slovenia,South Georgia and the South Sandwich Islands,Spain,Switzerland,Togo,United Kingdom","Austria,France,Germany,INFOSAN,Romania","Belgium,Croatia,Czech Republic,Denmark,France,Germany,Greece,Hungary,Italy,Luxembourg,Malta,Netherlands,Portugal,Romania,Slovakia,Slovenia,Spain,Switzerland","Austria,France,Germany,Romania","France",""
"2022.0677","prepared dishes and snacks","food","Detection of 35S promoter in a cracker mixture","04-02-2022 12:26:00","France","information notification for follow-up","undecided","France","","Netherlands","France,Netherlands","China","genetically modified  unauthorised"
"2022.0660","cereals and bakery products","food","2-Chloroethanol in turmeric used in mixture with cereals from Germany","03-02-2022 17:50:10","Germany","alert notification","serious","Austria,Germany,Luxembourg","Germany,INFOSAN","Austria,Luxembourg","Germany,India","Germany,India","ethylene oxide  "
"2022.0658","ices and desserts","food","Presence of ethylene oxide in PEDONE brand ice cream made from Lygomme (locust bean gum)","03-02-2022 16:40:44","France","alert notification","serious","Belgium,France","INFOSAN","Belgium","France,Türkiye","France,Türkiye","ethylene oxide  "
"2022.0657","fruits and vegetables","food","Cadmio por encima del nivel máximo permitido en  trufas índicas (Tuber indicum) de China. Cadmium above maximum level in truffles (Tuber indicum) from China.","03-02-2022 16:27:45","Spain","border rejection notification","undecided","","","","China,Spain","China","cadmium  migration"
"2022.0656","ices and desserts","food","Presence of ethylene oxide in the ingredient used for ice cream","03-02-2022 15:56:12","Romania","alert notification","serious","Andorra,Belgium,Denmark,France,Germany,Greece,Japan,Lithuania,Luxembourg,Netherlands,Portugal,Romania,Serbia,Slovenia,South Korea,Spain,United Kingdom","Belgium,France,Germany,INFOSAN,Romania","Austria,Belgium,Denmark,France,Germany,Greece,Hungary,Lithuania,Luxembourg,Netherlands,Portugal,Slovenia,Spain","Belgium,France,Romania,Spain,Türkiye","France,Türkiye","ethylene oxide  "
"2022.0655","fish and products thereof ","food","BAC in nile perch from Uganda","03-02-2022 15:28:19","Belgium","information notification for attention","not serious","","","Netherlands","Netherlands,Uganda","Uganda","benzalkonium chloride (BAC)  "
"2022.0652","dietetic foods, food supplements and fortified foods","food","prohibited substances yohimbine in food supplement traded online from UK","03-02-2022 14:32:40","Poland","information notification for attention","serious","Poland","Cyprus,Germany,INFOSAN,Lithuania,Poland,Sweden","Austria,Poland,Slovakia","Austria,Cyprus,Germany,Poland,Slovakia,United Kingdom,United States","United Kingdom",""
"2022.0650","nuts, nut products and seeds","food","Aflatoxins in pistachios in shell fromTurkey","03-02-2022 13:34:30","Greece","border rejection notification","serious","Greece","","","Greece,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2022.0649","nuts, nut products and seeds","food","Aflatoxins in pistacios inshell from Turkey","03-02-2022 13:32:41","Greece","border rejection notification","serious","Greece","","","Greece,Türkiye","Türkiye","Aflatoxin B1  ,aflatoxin total "
"2022.0648","nuts, nut products and seeds","food","Presence of Salmonella spp. in sesame seeds from Egypt","03-02-2022 13:31:38","Greece","border rejection notification","serious","Greece","","","Greece,United Kingdom","Egypt","Salmonella  enteritidis "
"2022.0646","fruits and vegetables","food","Chlorpyrifos-methyl in fresh pepper from Turkey ","03-02-2022 12:53:30","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Romania,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2022.0641","dietetic foods, food supplements and fortified foods","food","prohibited substances yohimbine, in food supplement traded online from USA via UK","02-02-2022 19:18:38","Poland","information notification for attention","serious","Poland","INFOSAN,Poland,Slovakia","Austria,Cyprus,Slovakia","Austria,Cyprus,Poland,Slovakia,United Kingdom,United States","United States",""
"2022.0639","feed materials","feed","Ambrosia in sorghum from France","02-02-2022 17:35:25","Belgium","alert notification","serious","Belgium,Netherlands","Belgium","France,Netherlands","Belgium,France,Netherlands","France","ragweed (Ambrosia spp.) seeds  too high content"
"2022.0638","herbs and spices","food","Especie no autorizada, hojas de Boldo (Peumus boldus) de Chile// Unauthorized novel food (Peumus boldus) from Chile.","02-02-2022 17:33:47","Spain","border rejection notification","undecided","","","","Chile,Spain","Chile",""
"2022.0636","fruits and vegetables","food","Unauthorised substance chlorpyrifos-methyl in lemons from Turkey","02-02-2022 17:07:59","Hungary","information notification for attention","undecided","Hungary","INFOSAN","","Hungary,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2022.0635","fruits and vegetables","food","Cadmium in avocado from Colombia ","02-02-2022 16:44:18","Netherlands","alert notification","serious","Belgium,Finland,Ireland,Netherlands,Sweden","INFOSAN","Belgium,Finland,Ireland,Sweden","Colombia,Netherlands","Colombia","cadmium  "
"2022.0634","cereals and bakery products","food","presence of allergen soy not declared on the label in rice from Italy","02-02-2022 16:14:14","Italy","information notification for attention","serious","Italy,San Marino","INFOSAN","","Italy","Italy","soya  undeclared"
"2022.0633","nuts, nut products and seeds","food","aflatoxin in Egyptian groundnuts","02-02-2022 15:37:25","Netherlands","border rejection notification","serious","","Germany,INFOSAN","","Egypt,Germany,Netherlands","Egypt","Aflatoxin B1  ,aflatoxin total "
"2022.0632","nuts, nut products and seeds","food","aflatoxin in USA groundnuts","02-02-2022 15:35:58","Netherlands","border rejection notification","serious","","","","Netherlands,United States","United States","Aflatoxin B1  "
"2022.0631","nuts, nut products and seeds","food","Aflatoxins in Egyptian Organic Peanut Kernels","02-02-2022 15:31:07","Netherlands","border rejection notification","serious","","INFOSAN","","Egypt,Netherlands","Egypt","Aflatoxin B1  ,aflatoxin total "
"2022.0630","poultry meat and poultry meat products","food","Salmonella in carne di tacchino","02-02-2022 15:29:19","Italy","information notification for follow-up","not serious","","","Hungary,Italy","Hungary,Italy","Hungary","Salmonella  enteritidis "
"2022.0629","herbs and spices","food","Unauthorised substance chlorpyrifos in Curry Leaves","02-02-2022 15:09:51","Italy","border rejection notification","undecided","","","","India,Italy","India","chlorpyrifos  "
"2022.0628","soups, broths, sauces and condiments","food","Allergen celery undeclared on prepared sauce from Germany","02-02-2022 15:00:47","Germany","information notification for attention","serious","Germany,Luxembourg","Luxembourg","Luxembourg","Germany","Germany","celery  undeclared"
"2022.0625","cereals and bakery products","food","Mould on sponge cake layers from Sweden","02-02-2022 14:19:50","Denmark","information notification for follow-up","not serious","Denmark,Iceland,Spain,United Kingdom","Denmark,INFOSAN,Sweden","Iceland,Spain","Denmark,Sweden","Sweden",""
"2022.0624","fruits and vegetables","food","Chlorate in romaine lettuce from Spain","02-02-2022 13:59:38","Germany","information notification for attention","serious","Germany,Spain","Germany,Spain","","Germany,Spain","Spain","chlorate  unauthorised substance"
"2022.0621","nuts, nut products and seeds","food","Consingment from Uzbekistan with unfinished import procedures sent to Sweden","02-02-2022 12:23:23","Lithuania","border rejection notification","undecided","Lithuania,Sweden","Sweden","","Lithuania,Sweden,Uzbekistan","Uzbekistan",""
"2022.0618","fish and products thereof ","food","Mercury in swordfish-steaks (Xiphias gladius) from Indonesia","02-02-2022 11:41:21","Germany","information notification for attention","serious","Germany","INFOSAN","","Germany,Indonesia","Indonesia","mercury  "
"2022.0616","cereals and bakery products","food","polycyclic aromatic hydrocarbons in freekeh from Syria, via Turkey","02-02-2022 11:28:07","Germany","information notification for attention","undecided","Germany","","","Germany,Türkiye","Syria","aluminium  high content,benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of "
"2022.0615","milk and milk products","food","glass fragment in cheese cream from Spain","02-02-2022 11:12:43","Czech Republic","alert notification","serious","Czech Republic,Germany,Spain","Czech Republic,Spain","Germany,Spain","Czech Republic,Spain","Spain",""
"2022.0614","fruits and vegetables","food","Mouse in Frozen Fine Whole Green Beans, from the United Kingdom ","02-02-2022 10:55:04","Cyprus","information notification for attention","undecided","Cyprus","INFOSAN","","Cyprus,United Kingdom","United Kingdom",""
"2022.0611","fruits and vegetables","food","chlorpyrifos and chlorpyrifos-methyl in grapefruits from Turkey","02-02-2022 09:33:09","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Netherlands,Türkiye","Türkiye","chlorpyrifos  ,chlorpyrifos-methyl  "
"2022.0609","prepared dishes and snacks","food","Detection of EPTC (ETHYL DIPROPYLTHIOCARBAMATE) in black olives from Spain ","01-02-2022 17:36:36","Spain","information notification for follow-up","undecided","Andorra,Finland,France,Germany,Spain,Sweden","INFOSAN,Spain,Sweden","Finland,France,Germany,Sweden","Spain,Sweden","Spain","S-ethyl dipropylthiocarbamate (EPTC)  "
"2022.0608","other food product / mixed","food","Possible allergenic effect from frozen mushroom mix product","01-02-2022 17:18:12","Hungary","alert notification","serious","Hungary,Senegal","INFOSAN","France","France,Hungary","France","organoleptic characteristics unsuitable "
"2022.0607","fish and products thereof ","food","Mercury in swordfish","01-02-2022 17:16:32","Netherlands","alert notification","serious","Netherlands","","Spain","Netherlands,Spain","Spain","mercury  "
