reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2023.2537","food additives and flavourings","food","Exceedance of the Delta9-THC content in food supplements from Germany","17-04-2023 12:08:18","Germany","alert notification","potentially serious","Germany","","Luxembourg,Netherlands","Germany,Luxembourg,Netherlands","Germany","tetrahydrocanabinol (THC)  "
"2023.2536","fish and products thereof ","food","Rotura de la cadena de frio (por encima de -12ºC) en sardinas congeladas de Marruecos // Poor temperature control for frozen sardines (above -12ºC) from Morocco","17-04-2023 11:58:09","Spain","border rejection notification","undecided","","","","Morocco,Spain","Morocco",""
"2023.2534","herbs and spices","food","Thiophanate-methyl in peppers from India","17-04-2023 11:49:05","France","border rejection notification","not serious","","","","France,India","India","thiophanate-methyl  "
"2023.2532","fruits and vegetables","food","Elevated levels of the pesticide dodine in spring onions from Albania","17-04-2023 11:45:39","Croatia","border rejection notification","no risk","","","","Albania","Albania","dodine  "
"2023.2531","milk and milk products","food","Milk with a sour taste due to bacterial growth","17-04-2023 11:35:39","Denmark","information notification for follow-up","not serious","Germany","","Germany","Denmark","Denmark",""
"2023.2529","herbs and spices","food","Ethylene oxide in peppers from India","17-04-2023 11:13:59","France","border rejection notification","undecided","","","","France,India","India","ethylene oxide  "
"2023.2528","other food product / mixed","food","Undeclared allergens Milk and Egg in Onion rings from the Netherlands","17-04-2023 11:07:44","Netherlands","information notification for attention","serious","United Kingdom","INFOSAN,Netherlands","","Netherlands,United Kingdom","Netherlands",""
"2023.2520","fruits and vegetables","food","Unauthorised substance Matrine in Avocado from Peru via Belgium","14-04-2023 23:58:20","Belgium","alert notification","potentially serious","Belgium,Finland,Germany,Latvia,Netherlands","Belgium,INFOSAN,Peru","","Belgium,Peru","Peru","matrine  unauthorised substance"
"2023.2519","fruits and vegetables","food","Residues of methomyl and mepiquat chloride in angled luffa (Luffa acutangula) ","14-04-2023 17:16:28","Switzerland","information notification for attention","serious","Netherlands,Switzerland","INFOSAN,Netherlands","","Dominican Republic,Netherlands,Switzerland","Dominican Republic","mepiquat  ,methomyl unauthorised substance "
"2023.2517","feed materials","feed","Dioxins in PFDA ","14-04-2023 16:58:28","Spain","information notification for attention","potential risk","","Spain","","Malaysia","Indonesia,Malaysia","dioxins  "
"2023.2516","fish and products thereof ","food","Anisakis in chilled hake from France","14-04-2023 16:52:26","Spain","information notification for attention","not serious","Spain","","","France,Spain","France",""
"2023.2515","nuts, nut products and seeds","food","Aflatoxins in walnut kernel pieces from Ukraine, via Romania","14-04-2023 16:52:06","Germany","alert notification","serious","Germany","Germany,INFOSAN,Romania","","Germany,Romania","Ukraine","Aflatoxin B1  ,aflatoxin total "
"2023.2514","milk and milk products","food","Salmonella infantis in Formaggio a pasta molle //Salmonella infantis in soft cheese","14-04-2023 16:51:58","Italy","alert notification","serious","Belgium,Czech Republic,France,Germany,Italy,Lithuania,Malta,Netherlands,Poland,Romania,San Marino,Singapore,Spain,Sweden","INFOSAN,Latvia,Romania","Belgium,Czech Republic,France,Germany,Lithuania,Netherlands,Spain,Sweden","Italy,Romania","Italy","Salmonella infantis "
"2023.2513","food contact materials","food contact material","High content of volatile constituents in silicone mold for baking","14-04-2023 16:32:41","Slovenia","information notification for attention","potential risk","Slovenia","","","China","China","volatile organic constituents  high content"
"2023.2512","dietetic foods, food supplements and fortified foods","food","Sildenafil and sibutramine presence in dietary food supplements from Turkey","14-04-2023 16:27:58","France","information notification for attention","serious","","INFOSAN,Türkiye","France,Türkiye,United States","France,Türkiye,United States","Türkiye",""
"2023.2510","nuts, nut products and seeds","food","Ochratoxin A in shelled pistachios, USA origin","14-04-2023 16:11:04","Italy","border rejection notification","serious","","","","Italy,United States","United States","ochratoxin A  "
"2023.2509","food contact materials","food contact material","Lead in a cutting board","14-04-2023 15:47:10","France","alert notification","serious","China,France,Italy","","Italy","China,France","China","lead  migration"
"2023.2507","nuts, nut products and seeds","food","Salmonella spp. in tahini from Jordan ","14-04-2023 14:34:59","Germany","alert notification","serious","Germany,Netherlands","","Netherlands","Germany,Jordan,Netherlands","Jordan","Salmonella spp. "
"2023.2506","dietetic foods, food supplements and fortified foods","food","Foreign bodies (metal splinters) in food supplement from Germany","14-04-2023 14:16:13","Italy","alert notification","serious","Italy,San Marino","INFOSAN","Germany","Italy","Germany",""
"2023.2503","fruits and vegetables","food","AFLATOSSINE IN PISTACCHI/aflatoxin in pistachios from Iran, via Germany","14-04-2023 11:18:48","Italy","alert notification","serious","Germany,Italy","Italy","Germany","Germany,Iran,Italy","Iran","Aflatoxin  "
"2023.2502","cereals and bakery products","food","unauthorized substance chlorpyrifos in wheat from Ukraine","14-04-2023 10:59:27","Slovakia","alert notification","serious","Hungary,Slovakia","Hungary,INFOSAN,Poland,Slovakia","Hungary","Slovakia","Ukraine","chlorpyrifos  unauthorised substance"
"2023.2501","soups, broths, sauces and condiments","food","Lead in ground onions from Turkey","14-04-2023 09:56:42","Switzerland","information notification for attention","serious","Switzerland","INFOSAN","","Switzerland,Türkiye","Türkiye","lead  high content"
"2023.2500","soups, broths, sauces and condiments","food","Clostridium perfringens in ground cinnamon from Vietnam","14-04-2023 09:47:30","Spain","alert notification","serious","Andorra,Belgium,France,Italy,Portugal,Spain","INFOSAN,Italy,Spain","Belgium,France,Italy,Portugal","Spain,Vietnam","Spain,Vietnam","Clostridium perfringens "
"2023.2498","confectionery","food","Unauthorized novel food ingredient hexahydrocannabinol (HHC) in fruit gummies and oil","14-04-2023 09:25:11","Switzerland","information notification for follow-up","potentially serious","","","Switzerland","Czech Republic,France","",""
"2023.2491","confectionery","food","Salmonella Enteritidis in cream cake from Slovenia","13-04-2023 18:32:20","Austria","information notification for attention","serious","Austria","Slovenia","","Austria,Slovenia","Slovenia","Salmonella  enteritidis "
"2023.2490","fruits and vegetables","food","Unauthorised pesticide chlorpyriphos in oranges from Egypt","13-04-2023 18:22:13","Romania","border rejection notification","potentially serious","","Egypt","","Egypt,Romania","Egypt","pesticide residues  "
"2023.2489","fruits and vegetables","food","Tebuconazole and acetamiprid in pomegranates from Turkey","13-04-2023 17:28:05","Germany","information notification for attention","potential risk","Germany","Bulgaria","","Bulgaria,Germany,Türkiye","Türkiye","acetamiprid  ,tebuconazole  "
"2023.2488","milk and milk products","food","Detection of Listeria monocytogenes on cheese","13-04-2023 17:07:28","France","information notification for attention","serious","Belgium,Luxembourg","Belgium,Luxembourg","","France","France","Listeria monocytogenes "
"2023.2487","poultry meat and poultry meat products","food","Salmonella in chicken sausages","13-04-2023 16:06:32","Belgium","information notification for attention","serious","Netherlands","","","Belgium","Belgium","Salmonella spp. "
"2023.2486","nuts, nut products and seeds","food","Aflatoxin in Pistachio from Turkey","13-04-2023 15:57:34","Italy","border rejection notification","serious","","","","Italy,Türkiye","Türkiye","Aflatoxin  ,Aflatoxin B1  "
"2023.2485","dietetic foods, food supplements and fortified foods","food","allergenic fish not declared","13-04-2023 15:48:30","Netherlands","alert notification","serious","Belgium,Latvia","Netherlands","Belgium","Netherlands","",""
"2023.2483","pet food","other","Exceeded parameter for Enterobacteriaceae in petfood from United Kingdom","13-04-2023 14:54:17","Belgium","information notification for follow-up","not serious","","","Spain","Belgium,Spain,United Kingdom","United Kingdom","Enterobacteriaceae  too high count"
"2023.2482","meat and meat products (other than poultry)","food","STEC (stx+;eae+) in minced meat from Belgium","13-04-2023 14:28:02","Belgium","alert notification","serious","France,Netherlands","","France,Netherlands","Belgium","Belgium","Escherichia coli shigatoxin-producing "
"2023.2480","fruits and vegetables","food","Pesticide residue - diazinon (0,36+/-0,18 mg/kg) in dried mandarines from Iran","13-04-2023 12:40:19","Poland","border rejection notification","not serious","Poland","","","Iran,Poland","Iran","diazinon  "
"2023.2476","fats and oils","food","Organic Sunflower Oil from Ukraine with Glycidyl esters above EU limit","13-04-2023 11:26:11","Netherlands","information notification for attention","serious","Netherlands,Poland","Poland","","Netherlands,Poland,Ukraine","Ukraine",""
"2023.2472","non-alcoholic beverages","food","Unauthorised novel food Chrysanthemum morifolium in herbal tea drink from China via Netherland","13-04-2023 10:41:04","Finland","information notification for follow-up","potential risk","Finland","","Netherlands","Finland,Netherlands","China",""
"2023.2469","fruits and vegetables","food","chlorpyrifos in grapefruits from Turkey ","13-04-2023 10:22:54","Bulgaria","border rejection notification","potentially serious","","","","Romania,Türkiye","Türkiye","chlorpyrifos  unauthorised substance"
"2023.2466","herbs and spices","food","Pyrrolizidine alkaloids in dried oregano","12-04-2023 18:09:51","Sweden","border rejection notification","serious","","INFOSAN","","Sweden,Türkiye","Türkiye","pyrrolizidine alkaloids  "
"2023.2465","dietetic foods, food supplements and fortified foods","food","Food supplements with too high caffeine content on web shop from the Netherlands","12-04-2023 18:00:36","Belgium","information notification for follow-up","potentially serious","Belgium,Netherlands","","","Netherlands","Netherlands",""
"2023.2464","fruits and vegetables","food","sulphite (193.1 mg/kg - ppm) undeclared on organic coconut sugar from Indonesia, processed in France","12-04-2023 17:45:25","France","alert notification","serious","Belgium,France,Germany,Luxembourg,Monaco,Switzerland","INFOSAN","Belgium,Germany,Luxembourg,Switzerland","France,Indonesia,Switzerland","Indonesia,Switzerland",""
"2023.2463","fish and products thereof ","food","Mercurio in smeriglio mako (Isurus oxyrinchus) congelato dalla Spagna//Mercury in frozen shortfin mako steaks (Isurus oxyrinchus) from Spain","12-04-2023 17:22:01","Italy","alert notification","serious","Italy,Spain","Italy,Spain","Italy","Italy,Portugal,Spain","Portugal,Spain","mercury  "
"2023.2462","cereals and bakery products","food","Exceedance of maximum residue limits for pesticides in rice from Pakistan","12-04-2023 16:40:30","Germany","border rejection notification","not serious","","","","Austria,Pakistan","Pakistan","carbendazim  unauthorised substance,imidacloprid  ,thiamethoxam  ,triazophos  "
"2023.2461","prepared dishes and snacks","food","milk ingredient and wheat undeclared (labelling not in German) on chilled lasagnette bolognese from Belgium","12-04-2023 16:24:21","Belgium","alert notification","serious","Austria","","Austria","Austria,Belgium","Belgium",""
"2023.2459","non-alcoholic beverages","food","Unauthorized additive in guarana syrup (\"Xarope de guaraná\") (E 150c, E 202, E 211 and E 952)","12-04-2023 15:52:04","Portugal","border rejection notification","undecided","","INFOSAN","","Brazil,Portugal","Brazil",""
"2023.2458","soups, broths, sauces and condiments","food","Undeclared allergens: gluten and sellery in asparagus soup","12-04-2023 15:06:32","Netherlands","alert notification","serious","Belgium","","","Netherlands","Netherlands",""
"2023.2454","cereals and bakery products","food","Exceedance of maximum residue limits for pesticides (acetamiprid) in rice from Pakistan","12-04-2023 12:53:17","Germany","border rejection notification","not serious","","","","Czech Republic,Pakistan","Pakistan","acetamiprid  "
"2023.2450","herbs and spices","food","Unauthorised novel food Asplenium ceterach from Albania","12-04-2023 11:27:18","Greece","border rejection notification","potential risk","Greece","","","Albania,Greece","Albania",""
"2023.2449","poultry meat and poultry meat products","food","Detection of Salmonella enteritidis on chicken legs","12-04-2023 11:02:27","France","alert notification","serious","France,Poland","Poland","","France,Poland","Poland","Salmonella Enteritidis "
"2023.2446","milk and milk products","food","Presenza di listeria monocytogenes in prodotti lattiero caseari /Presence of listeria monocytogenes in dairy products from Italy","12-04-2023 09:28:55","Italy","alert notification","serious","","France,Italy","Belgium,France,Italy,Slovenia,Spain","France,Malta","Italy","Listeria monocytogenes "
"2023.2444","food contact materials","food contact material","Insufficient material stability of melamine bowls - migration of formaldehyde ","12-04-2023 08:37:00","Malta","border rejection notification","not serious","Malta,United Kingdom","","","China,United Kingdom","","formaldehyde  migration"
"2023.2440","other food product / mixed","food","Not declared allergen shrimp, lobster, fish and celery in cheese croquette","11-04-2023 18:26:41","Netherlands","alert notification","serious","Belgium,Netherlands","Belgium,Netherlands","Netherlands","Belgium,Netherlands","Belgium",""
"2023.2439","other food product / mixed","food","Nuevo alimento no autorizado (Hemerocallis citrina) de China // Unauthorised novel food (Hemerocallis citrina) from China","11-04-2023 17:33:34","Spain","border rejection notification","potential risk","","","","China,Spain","China",""
"2023.2436","dietetic foods, food supplements and fortified foods","food","1,3-DMBA - 1,4 DMAA and yohimbine in food supplement from United Kingdom","11-04-2023 16:30:44","Netherlands","alert notification","serious","France,Germany,Netherlands","INFOSAN","","Netherlands,United Kingdom","United Kingdom","1,3-dimethylamylamine (DMAA)  unauthorised,1,3-dimethylbutylamine (nor- DMAA)  unauthorised substance,yohimbine  unauthorised substance"
"2023.2435","fruits and vegetables","food","Pesticides residues in oranges from Egypt ","11-04-2023 16:03:02","Belgium","border rejection notification","serious","Belgium","","","Belgium,Egypt","Egypt","dimethoate  "
"2023.2429","poultry meat and poultry meat products","food","Salmonella in frozen roasted chicken breast from Ukraine ","11-04-2023 14:48:37","Netherlands","alert notification","serious","France,Germany,Netherlands","France,Germany,INFOSAN","France,Germany,Netherlands","Netherlands,Ukraine","Ukraine","Salmonella spp. "
"2023.2427","fruits and vegetables","food","Acephate in green beans from Kenya","11-04-2023 14:20:01","France","border rejection notification","not serious","","","","France,Kenya","Kenya","acephate  unauthorised substance"
"2023.2424","meat and meat products (other than poultry)","food","A piece of glass in a cooked sausage from Lithuania","11-04-2023 13:42:02","Latvia","alert notification","serious","Latvia","","Lithuania","Latvia,Lithuania","Lithuania",""
"2023.2423","fruits and vegetables","food","Depasire LMA pesticid chlorpirifos in tomate origine Turcia/Exceeding LMA pesticid chlorpirifos in tomatoes Turkey","11-04-2023 13:36:32","Romania","information notification for attention","serious","Romania","","","Romania,Türkiye","Türkiye","chlorpyrifos-methyl  unauthorised substance"
"2023.2422","ices and desserts","food","Undeclared allergens \"hazelnuts, nuts, soya, peanut\" in Mocha ice cream from Luxembourg","11-04-2023 12:56:10","Luxembourg","alert notification","serious","France","","France","France,Luxembourg","Luxembourg",""
"2023.2418","dietetic foods, food supplements and fortified foods","food","Non-authorised Novel Food Cannabidiol (CBD) in food supplements from the Netherlands","11-04-2023 11:53:07","Belgium","information notification for follow-up","potentially serious","Belgium,Netherlands","","Netherlands","Netherlands","Netherlands",""
"2023.2417","herbs and spices","food","heavy metals in Mabele Kaolin from Cameroon","11-04-2023 10:47:03","Belgium","alert notification","serious","Austria,Belgium,France,Germany,Luxembourg,Norway,United Kingdom","INFOSAN","Austria,France,Germany,Luxembourg,Norway","Belgium,Cameroon","Cameroon","lead  high content"
"2023.2416","fish and products thereof ","food","High level of mercury in swordfish from Spain","11-04-2023 10:41:55","Italy","information notification for attention","serious","Croatia,France,Italy,Romania,Slovenia,Spain","","Slovenia","Croatia,Italy,Romania,Spain","Spain","mercury  "
"2023.2415","poultry meat and poultry meat products","food","Salmonella Typhimurium in turkey meat ","11-04-2023 10:38:59","Denmark","alert notification","serious","Belgium,Czech Republic,Denmark,Germany,Hungary,Poland,Romania,Slovakia,Sweden","Denmark","Belgium,Czech Republic,Denmark,Germany,Hungary,Poland,Romania,Slovakia,Sweden","Denmark,Poland,Sweden","Poland","Salmonella typhimurium "
"2023.2414","meat and meat products (other than poultry)","food","Prohibited substance  Nitrofurazone (SEM) in frozen frog legs from Türkiye","11-04-2023 10:30:30","Italy","information notification for attention","serious","Italy","Türkiye","","Italy,Türkiye","Türkiye","nitrofuran (metabolite) nitrofurazone (SEM) prohibited substance"
"2023.2413","cereals and bakery products","food","Undeclared allergen Egg in hamburger buns from the Netherlands","11-04-2023 10:29:14","Netherlands","alert notification","serious","Belgium","","Belgium","Netherlands","Netherlands",""
"2023.2407","confectionery","food","Undeclared allergens in chocolate: soy, milk, nuts, barley and wheat.","10-04-2023 12:30:35","Netherlands","alert notification","serious","Belgium,Germany,Netherlands","","Belgium,Germany","Belgium,Netherlands","Belgium",""
"2023.2406","nuts, nut products and seeds","food","aflatoxins in hazelnuts from Georgia","10-04-2023 09:09:43","Bulgaria","border rejection notification","serious","","Germany","","Georgia,Germany","Georgia","Aflatoxin B1  ,aflatoxin total "
"2023.2405","fruits and vegetables","food","fosthiazate in sweet peppers from Turkey","10-04-2023 09:06:51","Bulgaria","border rejection notification","serious","","","","Bulgaria,Türkiye","Türkiye","fosthiazate  "
"2023.2404","fruits and vegetables","food","Dimethoate in long beans from Tanzania","07-04-2023 17:31:14","Germany","information notification for attention","serious","Germany","INFOSAN","Tanzania","Germany,Tanzania,United Kingdom","Tanzania","dimethoate  ,omethoate  "
"2023.2403","bivalve molluscs and products thereof","food","Norovirus in oysters from France","07-04-2023 17:26:18","Belgium","information notification for attention","serious","Belgium","","Belgium","Belgium,France","France","norovirus  "
"2023.2402","fish and products thereof ","food","High level of mercury (Hg) in frozen swordfish from Spain","07-04-2023 16:24:12","Italy","alert notification","serious","","Italy","","Italy,Spain","Spain","mercury  "
"2023.2401","fruits and vegetables","food","Chlorpyrifos and Thiophanate-methyl in raisins","07-04-2023 16:15:14","Belgium","alert notification","serious","Belgium,Germany","Belgium","Germany,Netherlands","Belgium,Germany,Netherlands","Netherlands","carbendazim  unauthorised substance,chlorpyrifos  ,fenpropathrin  ,pesticide residues  ,thiophanate-methyl  "
"2023.2400","fruits and vegetables","food"," Fipronil (total), iprodione, chlorpyrifos-ethyl, malathion (total) and propargitet exceded MRL values in fresh  peppers from Egypt","07-04-2023 15:31:38","Slovenia","border rejection notification","potentially serious","","INFOSAN","","Egypt,Poland,Slovenia","Egypt","chlorpyrifos  unauthorised substance,fipronil  unauthorised substance,iprodione  ,malathion  ,propargite  "
"2023.2398","pet food","feed","Salmonella in petfood from Netherlands","07-04-2023 15:04:10","Belgium","information notification for follow-up","potential risk","Belgium","","Netherlands","Belgium,Netherlands","Netherlands","Salmonella infantis ,Salmonella paratyphi b "
"2023.2397","meat and meat products (other than poultry)","food","Tilmicosin in bovine muscle from Poland","07-04-2023 14:54:11","Poland","information notification for follow-up","not serious","Belgium,Czech Republic,Denmark,France,Germany,Greece,Iceland,Italy,Netherlands,Poland,Portugal,Slovakia,Spain,Sweden,United Kingdom","Spain","Netherlands","Czech Republic,Denmark,Italy,Netherlands,Poland","Poland","tilmicosin  residue level above MRL"
"2023.2393","nuts, nut products and seeds","food","Salmonella spp in sesame seeds from Nigeria","07-04-2023 13:54:22","Greece","border rejection notification","serious","","","","Greece,Nigeria,Switzerland","Nigeria","Salmonella spp. "
"2023.2392","nuts, nut products and seeds","food","Salmonella spp in sesame seeds from Nigeria","07-04-2023 13:50:46","Greece","border rejection notification","serious","","","","Greece,Nigeria,Switzerland","Nigeria","Salmonella spp. "
"2023.2391","nuts, nut products and seeds","food","Salmonella spp in sesame seeds from Nigeria","07-04-2023 13:46:42","Greece","border rejection notification","serious","","","","Greece,Nigeria,Switzerland","Nigeria","Salmonella spp. "
"2023.2390","nuts, nut products and seeds","food","Salmonella spp in sesame seeds from Nigeria","07-04-2023 13:25:10","Greece","border rejection notification","serious","","","","Greece,Nigeria","Nigeria","Salmonella spp. "
"2023.2389","nuts, nut products and seeds","food","Salmonella spp. in sesame seeds from Nigeria","07-04-2023 13:24:59","Greece","border rejection notification","serious","","","","Greece,Nigeria","Nigeria","Salmonella spp. "
"2023.2388","feed materials","feed","Salmonella spp. in organic sunflower press cake from Bulgaria","07-04-2023 12:56:40","Germany","information notification for follow-up","not serious","Germany","","Bulgaria","Bulgaria,Germany","Bulgaria","Salmonella spp. "
"2023.2385","cereals and bakery products","food","Acrylamide in biscuits from Bosnia and Herzegovina","07-04-2023 12:23:24","Croatia","border rejection notification","serious","Croatia","","","Bosnia and Herzegovina,Croatia","Bosnia and Herzegovina","acrylamide  high level"
"2023.2382","other food product / mixed","food","allergens 'Gluten' and 'Fish' not declared","07-04-2023 09:47:33","Netherlands","alert notification","serious","Germany","","Germany","Netherlands","Netherlands",""
"2023.2381","feed premixtures","feed","The sum of dioxins and dioxin-like PCBs in premixtures from Thailand","06-04-2023 18:09:56","Netherlands","information notification for attention","serious","","INFOSAN","","Thailand","Thailand","dioxins  "
"2023.2380","milk and milk products","food","Listeria monocytogenes in Gorgonzola from Italy","06-04-2023 17:25:44","Germany","alert notification","potentially serious","","Germany","","Germany,Italy","Italy","Listeria monocytogenes "
"2023.2379","milk and milk products","food","Foreign body (wire) possibly in buffalo cheese from Bulgaria ","06-04-2023 17:08:33","Germany","information notification for attention","potentially serious","Germany","","","Germany","Bulgaria",""
"2023.2378","food contact materials","food contact material","Copper in a bottle","06-04-2023 17:05:45","France","alert notification","serious","Austria,Belgium,Czech Republic,France,Hungary,Italy,Poland,Romania,Spain","France","Italy","Austria,France,India,Spain","India","copper  migration"
"2023.2377","prepared dishes and snacks","food","Glass splinters in Salatka Babuni obiadowa dinner salad","06-04-2023 17:04:42","Netherlands","alert notification","serious","Netherlands,Poland,Spain","","Poland,Spain","Poland","Poland",""
"2023.2376","dietetic foods, food supplements and fortified foods","food","Cadmium in zinc citrate trihydrate from China","06-04-2023 16:39:25","Netherlands","information notification for attention","serious","Netherlands","INFOSAN","","China,Netherlands","China","cadmium  "
"2023.2374","herbs and spices","food","Fipronil in mukunuwenna from Sri Lanka","06-04-2023 16:24:49","France","border rejection notification","no risk","","","","France,Sri Lanka","Sri Lanka","fipronil  unauthorised substance"
"2023.2372","meat and meat products (other than poultry)","food","Presenza di salmonella spp. in insaccato crudo stagionato \"Sopressa nostrana\"//Presence of Salmonella spp. in cured raw sausage \"Sopressa nostrana\"","06-04-2023 15:44:13","Italy","alert notification","serious","Austria,France,Italy,Luxembourg","Italy","Austria,France,Luxembourg","Italy","Italy","Salmonella spp. "
"2023.2371","fruits and vegetables","food","Acetamiprid, Buprofezin, Chlorpyrifos and Cypermethrin in rambutan from Vietnam","06-04-2023 15:17:37","Germany","information notification for attention","potential risk","Germany","INFOSAN","Vietnam","Germany,Vietnam","Vietnam","acetamiprid  ,buprofezin  ,chlorpyrifos  unauthorised substance,cypermethrin  "
"2023.2370","herbs and spices","food","Pesticides in black garlic powder","06-04-2023 15:15:15","Netherlands","information notification for attention","serious","Netherlands","INFOSAN,Netherlands","United Kingdom","Netherlands,United Kingdom","United Kingdom","pesticide residues  "
"2023.2369","fruits and vegetables","food","chlorpyrifos-ethyl in Nashi pears from China","06-04-2023 15:08:19","Netherlands","alert notification","serious","Cyprus,France,Germany,Greece,Italy,Netherlands,Poland,United Kingdom","Greece,INFOSAN,Italy","China,Cyprus,France,Germany,Netherlands,Poland","China,Italy,Netherlands","China","chlorpyrifos  unauthorised substance"
"2023.2366","nuts, nut products and seeds","food","Salmonella in pistachio paste from Italy","06-04-2023 14:30:14","Belgium","alert notification","serious","Belgium","","Belgium,Italy","Belgium,Italy","Italy","Aflatoxin B1  ,Salmonella spp. "
"2023.2365","fruits and vegetables","food","Unauthorized substances Bifenthrin, Chlorfenapyr and Fenpropathrin  in \"country beans\" (Lablab purpureus) from Bangladesh","06-04-2023 13:06:09","Italy","information notification for attention","potentially serious","Germany,Italy","","Bangladesh","Bangladesh,Italy","Bangladesh","bifenthrin  ,chlorfenapyr  unauthorised substance,fenpropathrin  "
"2023.2363","herbs and spices","food","Pyraclostrobin in basil from Israel ","06-04-2023 12:17:16","Germany","border rejection notification","serious","","","","Germany,Israel","Israel","pyraclostrobin  "
"2023.2360","fish and products thereof ","food","Mercury in deep-frozen swordfish from Spain","06-04-2023 11:40:59","Spain","information notification for attention","serious","Gibraltar,Spain","INFOSAN","","Spain","Spain","mercury  "
"2023.2359","dietetic foods, food supplements and fortified foods","food","Too high intake of R-alpha lipoic acid from food supplement from Austria","06-04-2023 11:38:14","Germany","alert notification","serious","Austria,Germany","Germany","Austria,Germany","Austria,Germany","Austria",""
"2023.2356","non-alcoholic beverages","food","Foreign body (plastic) in lemonade from Germany, filled in Poland","06-04-2023 11:16:37","Germany","information notification for follow-up","potential risk","Aruba,Austria,Belgium,Croatia,Curaçao,Czech Republic,Finland,France,Germany,Hungary,Liechtenstein,Netherlands,Poland,Slovenia,Switzerland","Austria,Belgium,Croatia,Czech Republic,Finland,Germany,Hungary,INFOSAN,Netherlands,Poland,Slovenia","Austria,Belgium,France,Germany,Liechtenstein,Netherlands,Poland,Slovakia,Switzerland","Austria,Belgium,Germany,Netherlands,Poland,Slovakia","Poland",""
"2023.2355","nuts, nut products and seeds","food","Salmonella spp. in sesame seeds from Nigeria","06-04-2023 11:05:32","Greece","border rejection notification","serious","","","","Greece,Nigeria","Nigeria","Salmonella spp. "
"2023.2353","nuts, nut products and seeds","food","SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES","06-04-2023 10:59:27","Greece","border rejection notification","undecided","","","Sudan","Greece,Sudan","Sudan",""
"2023.2352","nuts, nut products and seeds","food","absence of health certificate(s) and of certified analytical report for sesame seeds from Sudan","06-04-2023 10:44:36","Greece","border rejection notification","not serious","","","","Greece,Sudan","Sudan",""
"2023.2351","nuts, nut products and seeds","food","SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES","06-04-2023 10:40:21","Greece","border rejection notification","not serious","","","","Greece,Sudan","Sudan",""
"2023.2350","nuts, nut products and seeds","food","Salmonella spp in sesame seeds from Nigeria","06-04-2023 10:36:17","Greece","border rejection notification","serious","","","","Greece,Nigeria","Nigeria","Salmonella spp. "
"2023.2347","fruits and vegetables","food","Mycotoxins (total aflatoxins, tenuazonic acid) in dried figs from Türkiye","06-04-2023 10:07:29","Germany","alert notification","serious","France,Germany","INFOSAN","France","Germany,Türkiye","Türkiye","aflatoxin total ,tenuazonic acid  "
"2023.2345","fish and products thereof ","food","Mercurio en pez espada de Marruecos. Mercury in Xiphias gladus from Morocco","06-04-2023 10:05:51","Spain","information notification for attention","serious","Italy","INFOSAN,Italy","","Morocco,Spain","Morocco","heavy metals  "
"2023.2343","nuts, nut products and seeds","food","too high content of cyanid in apricot kernels from Türkiye","06-04-2023 10:00:13","Bulgaria","border rejection notification","serious","","","","Bulgaria,Germany,Türkiye","Türkiye","cyanide  high content"
"2023.2342","fruits and vegetables","food","pineapple slices in light syrup - exceeding the maximum permissible level of tin","06-04-2023 09:49:00","Poland","information notification for attention","not serious","Poland","INFOSAN","","Poland,Thailand","Thailand","tin  "
"2023.2338","non-alcoholic beverages","food","Presence of titanium dioxide, e-171, solid restorative for beverage preparation, from the Netherlands","05-04-2023 16:40:56","Spain","alert notification","potentially serious","France,Italy,Poland,Spain,United Kingdom","INFOSAN,Netherlands","France,Spain","Netherlands,Spain","Netherlands",""
"2023.2337","nuts, nut products and seeds","food","Salmonella spp. in sesame paste from Türkiye","05-04-2023 16:38:56","Germany","alert notification","serious","Austria,Germany","INFOSAN","","Germany,Türkiye","Türkiye","Salmonella spp  "
"2023.2336","fruits and vegetables","food","Chlorpyrifos methyl in tangerine from Spain","05-04-2023 16:26:09","Poland","information notification for attention","potential risk","France,Germany,Poland,Spain","Spain","","Poland,Spain","Spain","chlorpyrifos-methyl  "
"2023.2335","fish and products thereof ","food","High level of Mercury in frozen swordfish from Spain","05-04-2023 16:08:58","Italy","alert notification","serious","Italy,Spain","Italy","Italy","Italy,Portugal,Spain","Portugal","mercury  "
"2023.2334","nuts, nut products and seeds","food","Aflatoxin in popcorn","05-04-2023 16:03:55","Denmark","alert notification","serious","Denmark,Estonia,Finland,Latvia,Lithuania,Sweden","Denmark,Finland,Lithuania,Sweden","Denmark,Estonia,Latvia,Sweden","Denmark,Italy,Lithuania,Sweden","Italy","Aflatoxin B1  "
"2023.2333","dietetic foods, food supplements and fortified foods","food","Medicinal plants, novel food and unauthorised claims for food supplements sold online","05-04-2023 15:41:27","Switzerland","information notification for follow-up","potentially serious","Switzerland","","Germany","Germany","","ingredient  unauthorised,novel food  unauthorised"
"2023.2332","milk and milk products","food","unauthorized presence on the market of milk-based products of Algerian origin","05-04-2023 15:25:11","Italy","information notification for attention","potential risk","","","","Algeria,Italy","Algeria",""
